Country,Total,Solid Fuel,Liquid Fuel,Gas Fuel,Cement,Gas Flaring,Per Capita,Bunker fuels (Not in Total)
SUDAN,3852,0,3808,0,44,0,0.09,207
SURINAME,481,0,470,2,9,0,0.94,56
SWAZILAND,290,109,181,0,0,0,0.26,1
SWEDEN,13106,2754,9382,569,401,0,1.43,2367
SWITZERLAND,10359,176,7993,1646,544,0,1.36,1095
SYRIAN ARAB REPUBLIC,18126,3,14012,3138,694,279,0.93,913
TAIWAN,75788,43372,23612,6226,2578,0,3.3,3633
TAJIKISTAN,882,86,416,338,43,0,0.12,21
THAILAND,68843,14085,34139,15768,4851,0,1.04,2739
TIMOR-LESTE (FORMERLY EAST TIMOR),50,0,50,0,0,0,0.05,3
TOGO,384,0,249,0,135,0,0.07,27
TONGA,31,0,31,0,0,0,0.3,0
TRINIDAD AND TOBAGO,12401,0,1386,10892,123,0,9.47,724
TUNISIA,6575,0,3336,2197,959,82,0.64,187
TURKEY,77627,31033,20852,19002,6739,1,1.12,1691
TURKMENISTAN,15283,0,4279,10876,128,0,3.15,376
TURKS AND CAICOS ISLANDS,45,0,45,0,0,0,1.58,0
TUVALU,3,0,3,0,0,0,0,0
UGANDA,788,0,700,0,88,0,0.03,67
UKRAINE,87608,40029,11293,34246,2040,0,1.88,298
UNITED ARAB EMIRATES,36986,159,9224,24917,2176,509,6.38,15310
UNITED KINGDOM,144103,40073,50319,51193,1617,902,2.35,12134
UNITED REPUBLIC OF TANZANIA,1608,20,1088,278,222,1,0.04,115
UNITED STATES OF AMERICA,1578683,575692,648278,339433,13172,2109,5.13,45630
URUGUAY,1637,3,1497,53,84,0,0.49,351
UZBEKISTAN,32779,1374,3631,26890,884,0,1.23,0
VANUATU,27,0,27,0,0,0,0.12,9
VENEZUELA,43847,110,23046,15832,1088,3772,1.59,887
VIET NAM,28599,9952,10195,3406,5046,0,0.33,538
WALLIS AND FUTUNA ISLANDS,8,0,8,0,0,0,0.54,1
YEMEN,5719,0,5484,0,235,0,0.27,200
ZAMBIA,526,80,373,0,73,0,0.04,27
ZIMBABWE,2696,2131,511,0,54,0,0.21,7
